Name,Count
flex-a-thon,11
veered,12
exxon,14
let-down,7
mortarboards,12
poets,25
hunting,32
super-serious,7
super-stupid,5
n,15
folds,7
thinness,19
unamusing,15
unrewarding,25
reckless,27
eckstraordinarily,3
saigon,15
1952,26
cheapen,4
collaborative,11
circus,32
mergers,17
downsizing,16
94,24
sparked,5
50s,10
peak,48
bombastic,30
one-note,17
contagious,6
introducing,17
boatload,9
freighter,16
inescapable,32
hitchens,12
kissinger,107
flower,14
purge,14
tooth,38
claw,19
binoche,41
vivacious,7
powerhouse,11
masseur,4
riding,6
ganesh,15
thunderous,8
cadences,11
shortage,5
dilutes,12
awe,45
board,32
uh,29
shred,40
operates,30
reports,15
walks,13
pork,9
dumplings,4
distinguish,28
maggie,20
o2-tank,7
crack,46
gasp,36
gas,19
deportment,9
blight,9
horrifyingly,6
broca,5
antique,19
loveable,17
underdog,27
overshadows,10
lilia,35
bullets,52
neil,44
freight,12
aniston,9
decisively,5
friends,136
collectively,26
stellar,28
accommodate,10
gain,19
arguments,54
immortal,9
brave,24
half-assed,3
light-years,2
paint-by-number,22
pearl,24
harbor,24
cumulative,19
repulsive,17
thirteen,14
conversations,40
portrayals,29
seeds,30
ambivalent,10
savour,11
fillers,7
equipment,14
grab,78
aisle,21
walker,19
toss,30
kerrigan,10
platinum-blonde,10
chen,20
downbeat,57
smokers,7
inflammatory,7
religion,23
dares,49
ancient,54
impulse,28
lushly,4
recorded,6
unashamedly,12
appropriated,15
teen-exploitation,10
playbook,22
smooth,60
bemused,8
contempt,17
clone,23
weaving,19
ancillary,10
products,10
acerbic,26
sexually,24
libido,13
arrived,11
portugal,6
h.g,33
wells,49
kin,11
reworked,10
completist,10
checklist,41
cultist,9
vein,63
drumbeat,10
pornographic,14
swank,19
apartments,12
parties,14
christ,4
best-sustained,11
sardonic,53
appealingly,11
manic,39
headline-fresh,6
orthodox,8
jews,38
addressing,18
compromising,8
disgusted,13
finished,26
unshapely,8
kalesniko,6
neighbor,32
winces,7
clutches,7
gasps,5
heated,21
recharged,9
overacted,4
boozy,17
temptation,19
salvation,7
mount,21
cogent,47
defense,16
marveling,14
superhuman,17
capacity,58
withstand,23
appalling,55
odoriferous,7
crawl,12
engages,29
impress,14
wang,20
forefront,8
genteel,30
fist,29
zips,6
go-for-broke,7
heralds,10
bailly,11
exhaustingly,4
fine-looking,9
bouncy,29
clutch,7
punctuation,10
wispy,7
stepmom,12
2455,11
messenger,29
crammed,32
bristles,4
postmodern,35
voyage,22
ye,22
petri,17
well-characterized,12
telephone,12
replete,59
stereotypical,58
quandaries,15
ambitions,43
numbingly,30
raindrop,14
greater,62
fateful,14
evolution,19
adolescents,14
improvised,50
months,26
conveying,49
kindness,26
survivable,16
decomposition,8
cloak,11
romanticization,11
delusional,20
sven,22
stricken,11
composer,11
viveka,18
violinist,11
juxtapositions,6
less-than-compelling,4
yiddish,42
clan,7
swim,49
observation,68
compliment,27
explosive,18
nonjudgmentally,6
studies,19
hospitals,11
courts,13
welfare,15
bacon,16
theron,14
protracted,9
borderline,12
suitable,34
cry,61
teacher,84
strict,36
rodriguez,27
reproduce,8
appreciates,15
self-critical,8
behind-the-scenes,10
navel-gazing,22
orleans,10
infinite,6
insecurity,18
possession,27
honorable,16
f,19
rom,4
blazingly,8
allowing,30
tongue-tied,15
amateur,24
asquith,11
acclaimed,20
greatness,35
mama,12
africa,11
shenanigans,43
lascivious-minded,12
modesty,25
topless,27
tutorial,29
schwarzenegger,88
physique,23
ahola,21
wooden,57
nancy,18
savoca,7
forged,12
still-raw,8
unsettled,19
post,43
lyne,33
eroded,8
40,63
reinvigorated,8
scam,4
suckers,8
surrender,23
93,24
unrecoverable,11
erratic,29
intolerant,8
canned,43
participatory,11
spectator,14
condescension,17
lofty,64
perch,12
metropolitan,29
facetious,13
underwater,5
net,23
atlantic,41
grizzled,8
charred,9
northwest,9
bermuda,10
blissfully,13
exhausted,39
machinations,13
enthusiasms,7
panache,41
sommers,9
title-bout,9
educational,56
screwball,39
screwy,7
antonio,20
banderas-lucy,13
liu,22
faceoff,14
non-stop,23
polemic,11
loathe,12
convictions,51
morvern,49
callar,29
baffled,27
woolf,11
clarissa,13
dalloway,13
costly,37
divorce,13
earthly,12
distinguished,45
stoop,17
populist,7
underscore,17
hard-pressed,15
fatter,17
faults,30
unapologetic,21
sweetheart,31
mandy,6
autobiographical,34
rainy,10
one-room,20
ruse,8
tactic,8
nonexistent,38
bean,31
drops,17
mush,14
conceited,4
pap,5
glaring,35
servitude,8
skirts,15
assign,10
mind-destroying,9
pollution,18
month,11
fulford-wierzbicki,7
wise-beyond-her-years,6
oozing,16
give-me-an-oscar,9
counterpart,20
egomaniac,8
simpson,22
breakdown,39
run-of-the-filth,8
recognise,10
signposts,22
discovering,24
map,28
freshening,8
dominate,12
sometime,6
county,24
sleep-inducing,16
65,6
theatrical,99
unfinished,17
graduated,27
minus,24
mid-to-low,6
betrayed,7
plato,10
therefore,11
stepmother,12
greedy,36
agents,10
hands-off,11
greengrass,9
tad,20
grit,22
intelligibility,8
favorite,66
monologue,8
incorporate,20
well-balanced,11
crappy,10
joie,17
vivre,15
thesis,27
deep-sixed,6
compulsion,8
catalog,9
bodily,32
fluids,14
devise,7
parallel,13
clone-gag,9
despicable,16
pluto,20
nash,28
nada,6
talking-animal,5
grisly,31
succumb,29
adorns,10
family-film,12
maturity,17
cheeky,17
debrauwer,14
kilted,4
out-of-kilter,9
rambles,11
aimlessly,20
tearjerker,25
treats,52
ana,40
tragically,33
danny,25
verete,7
comprise,5
gestalt,7
bare-bones,5
outline,35
zealously,8
spreading,7
puritanical,10
brand,73
islanders,9
relish,7
quirks,83
merges,7
wire,21
fu,31
knockaround,20
raison,13
d'etre,13
fresh-faced,19
young-guns,18
robots,21
haul,19
website,33
brims,5
accident-prone,11
stainton,9
tongue,34
canadian,26
ramblings,9
smorgasbord,8
barrymore,28
slickest,7
singular,31
slow-moving,16
preferring,10
humiliation,16
defecates,15
bed,38
urinates,8
plants,11
infusing,10
gestures,10
masquerade,13
hammering,10
grocery,12
lists,21
poor-me,4
snowball,8
coating,23
pursuers,12
relaxed,25
natural-seeming,7
rekindle,8
gedeck,8
hawn,66
banger,19
blustery,5
wounded,10
wounding,7
vary,8
deafening,25
quieter,34
receiving,28
telegrams,17
distraction,20
u-boat,3
morsels,11
sorcerer,7
blighter,6
dysfunction,19
comforting,23
marmite,13
crackers,15
bleakness,16
conceived,11
shearer,21
radio,15
voice-overs,9
shrug,12
annoyance,13
chatty,30
embellished,10
direct-to-video,46
remained,9
kangaroo,9
burst,39
screens,61
unwavering,7
arresting,34
awesome,45
ineffable,4
tit-for-tat,10
retaliatory,11
responses,11
plug,15
conspirators,16
american-russian,14
armageddon,14
clashing,43
desert,24
tchaikovsky,7
neurasthenic,7
underdramatized,7
overstated,18
transcript,8
session,26
humdrum,25
freudian,15
puppet,40
schoolboy,9
bordering,16
whirlwind,6
cringe,11
arguing,20
salt,29
arbitrary,13
pie-like,9
irreverence,9
talk-heavy,4
altman,26
villainess,7
yours,12
examining,18
combine,14
paranoid,30
claustrophobia,7
spookiness,27
sooner,7
cgi,75
explores,58
inquisitiveness,9
truffaut,8
middle-class,10
deliberate,52
gait,13
subdues,7
exuberance,31
ups,52
indoors,9
formal,24
settings,39
motionless,9
scrutinize,9
cohesive,52
cipher,31
frowns,18
enthralling,39
engineering,18
flamboyance,10
grandiose,8
demonstration,22
warnings,4
blunt,30
staying,47
clean,66
madcap,25
lusty,5
boisterous,22
clones,19
old-fashioned-movie,10
unburdened,13
significance,54
signature,12
fetishistic,8
cq,15
caring,52
courtesy,8
pogue,12
yale,13
grad,13
previously,23
skulls,17
hardwood,7
knock-off,5
hotels,7
highways,16
parking,32
moan,11
entrapment,13
milk,38
moustache,6
shatner,13
horrific,14
rag-tag,10
reassures,7
tune,24
taught,7
environmental,26
reportedly,7
rewritten,12
mcklusky,4
c.i,4
127,10
despairing,23
corruption,36
establishment,10
spooks,10
1\/2,25
indecent,17
proposal,18
stolid,33
lolita,26
carlen,5
cornpone,8
cosa,8
nostra,8
corn,22
togetherness,6
inter-family,8
explanation,34
odyssey,43
augmented,7
resuscitate,9
fun-loving,12
handbag-clutching,16
exuberantly,9
serenely,4
stomach-turning,26
hallmarks,14
largest-ever,13
canvas,23
dope,20
cold-hearted,18
curmudgeon,33
noisy,23
occurrences,3
indictment,43
indifference,30
spanish,44
retains,28
ambiguities,7
crash,31
lion,44
redone,12
horses,21
inadvertent,16
stunningly,21
bryan,15
no-bull,7
trimmed,10
sprawling,37
surehanded,7
mystification,6
scheming,15
too-extreme-for-tv,7
rendition,10
sickening,30
sidesplitting,18
steaming,23
heaps,10
faulted,5
295,11
preview,22
screenings,22
indignant,8
assuming,24
air-conditioning,8
uproarious,23
underlying,53
seriousness,48
clotted,5
symbolism,18
scenic,39
105,12
yosuke,11
saeko,10
recovers,1
abroad,11
too-frosty,5
exterior,24
paltrow,5
authenticate,7
liability,11
untrained,5
musker,12
clements,14
retina,10
collect,18
cards,15
killers,33
13th,13
sober,43
incarnation,34
sustains,49
higher,61
plateau,11
interrogation,13
caved,6
schnieder,2
bounces,18
wrists,8
tummy,11
tops,17
huggers,14
twirling,9
finger,29
bastards,5
unrelentingly,20
scant,25
choke,26
nick,34
yank,15
pristine,28
oversized,11
bedtime,9
trimming,18
expeditious,9
kumble,7
dumped,20
get-go,11
bang-the-drum,7
riddled,11
unanswered,7
gargantuan,21
endured,10
racing,19
three-minute,15
refreshes,12
wolfe,7
uninvolving,25
pender,20
wood,40
folksy,8
stacked,17
binary,11
oppositions,11
all-too-human,14
breed,37
annie-mary,14
squaddie,9
burkina,12
faso,12
sia,4
overstating,9
fitfully,33
crocodile,26
hunter,64
governmental,5
righteousness,10
block,44
negligible,13
guilt-trip,11
betting,6
aircraft,9
carrier,9
sentimentalized,4
romoli,7
helpful,5
extremist,11
name-calling,11
calculating,38
fiend,19
self-promoter,17
depicted,6
reconstruction,13
fitting,9
thereafter,6
lean,38
spinoff,7
bloated,27
ill,53
sharing,24
kudos,8
ark,11
hermitage,17
jean-claud,17
segal,15
darkly,73
grueling,13
time-consuming,11
illusion,33
byways,4
littered,19
jabs,13
egocentricities,9
bone-dry,7
mournfully,16
lin,8
chung,9
impetus,11
tartly,8
guest,24
doctorate,9
cultivation,12
devotion,37
buoy,7
possibility,46
work-hours,12
insurance,56
invented,16
senegalese,5
carmen,47
djeinaba,10
diop,11
gai,24
mentioned,13
adorably,16
ditsy,19
greaseballs,3
mob,22
innuendoes,4
police-oriented,6
participation,9
tnt,9
privates,7
stud,12
knockabout,12
affectation,21
offerings,25
species,11
balzac,7
seamstress,10
uwe,10
blah,15
gere,29
desirable,11
bona,9
fide,9
groaners,8
reyes,9
processor,9
agony,14
ever-ruminating,8
decadent,35
bills,15
smokey,12
worm,16
burke,12
kitchen-sink,10
insists,16
virtue,35
imperfection,9
durable,49
degenerates,3
hogwash,4
impersonal,34
flip-flop,32
courtship,23
outrageously,20
ut,7
parachutes,12
unstoppable,10
interdependence,12
accomodates,8
practical,8
pink,42
jammies,10
creepy-scary,9
fixating,21
nerves,36
allowed,49
route,29
baio,3
enchanted,7
low-life,9
liberally,7
seasoned,18
outbursts,22
sorely,13
associate,11
tunnels,21
attackers,20
evade,30
surveillance,17
technologies,17
50-something,4
lovebirds,4
unappealing,13
life-size,5
reenactment,5
tracts,9
hippie,21
lake,26
spike,50
1986,7
harlem,7
dry-eyed,6
moisture,6
ace,13
ventura,18
pollak,13
wrestler,13
chyna,13
dolly,10
parton,10
scoring,14
forgiveness,30
assets,10
commend,10
forceful,37
passionately,18
uncover,20
pierce,6
repeating,7
elves,10
pimps,9
ho,8
earplugs,11
pillowcases,8
87,16
top-heavy,6
blazing,8
cheatfully,13
bloodsucker,14
jagged,16
viterelli,12
right-hand,11
goombah,11
speedy,23
swan,18
dive,18
landing,10
shattering,17
grew,63
plunges,7
celebratory,35
elevates,21
sturdiness,10
solidity,9
showboating,5
wise-cracker,6
self-knowledge,9
specimen,29
lab,18
sparking,8
debate,51
daringly,12
feisty,18
biggie,11
tupac,9
reviewers,12
kafkaesque,8
overnight,9
robbed,19
persecuted,16
genial-rogue,16
breheny,6
lensing,6
zealand,23
cook,9
lurking,24
kingdom,13
porcelain,9
energizes,8
chomps,10
biography,64
worship,23
fourteen-year,8
ferris,10
bueller,21
deja,45
vu,46
astounds,7
hype,61
marking,15
forum,19
chops,56
paramount,6
imprint,6
bargain-basement,27
pickup,17
destructive,36
\*\*\*\*,9
swipes,12
bambi,14
queasy-stomached,7
critic,30
staggered,9
blacked,9
favourite,16
146,15
grandstanding,12
rocky-like,15
hidden-agenda,5
shouts,4
mutates,11
frenetic,25
leavened,17
conspicuously,16
blowout,15
dampened,15
arthouse,14
101,57
4w,9
petrovich,14
comeuppance,12
avant,13
garde,14
broadway,55
boyz,6
hood,26
strives,15
enlivens,4
cardoso,9
dictates,12
auspicious,18
chaiken,21
ivans,11
xtc,9
intention,14
passably,14
unremarkable,32
neorealism,17
war-torn,21
bullseye,7
bollywood\/hollywood,4
keenest,9
bombay,11
musicals,23
translating,7
novels,21
dunno,9
laboratory,9
underneath,21
plunging,12
russo,5
sturges,7
anti-harry,11
gryffindor,8
scarf,8
brit-com,5
cloudy,7
becalmed,7
nubile,11
depravity,14
trace,46
gymnastics,5
artistry,43
barbers,7
streetwise,10
mclaughlin,11
buscemi,8
rosario,10
travel-agency,8
targeted,21
independent-community,10
guiding,11
hollywood-itis,7
friedman,6
1970,8
pathology,56
hideously,35
inferior,17
stripped,20
tools,6
profanity,17
photographer,27
hates,25
empathizes,15
paraphrase,5
fragment,11
underdone,13
potato,13
oh-so-hollywood,8
rejiggering,8
contraption,12
kid-friendly,16
investigate,22
no-nonsense,26
phifer,16
cam,9
seal,18
self-congratulatory,20
ill-informed,7
hispanic,24
teeth-clenching,13
gusto,18
molina,8
wonton,6
floats,7
rigor,36
jimmy,17
anger,61
monologues,7
rymer,11
conjure,7
followers,8
dead-undead,14
shrieky,18
shreve,13
torn,44
less-compelling,10
civilized,5
amusement,11
flourishes,41
freak-outs,14
thankfully,30
ditched,15
bicentennial,9
favour,28
fourth,78
christian-themed,5
conceive,15
reached,35
terminally,35
videotape,23
derivativeness,4
1994,19
kaige,18
chosen,63
cadavers,7
well-rounded,5
cube,57
spreads,11
romething,2
ricture,8
oscar-caliber,8
howling,18
cringing,18
sweet-tempered,6
forgoes,8
misogyny,39
sassy,24
hackery,4
fanatics,26
backyard,22
root,75
dearly,5
climax,47
ably,22
propulsive,7
so-five-minutes-ago,9
overwhelm,13
thoughtlessly,5
celebrate,13
exceptions,7
barf,20
moviehouse,12
affluent,14
damsel,8
distress,13
bully,11
overdone,5
reparations,8
extreme-sports,13
creaky,13
self-empowering,16
schmaltz,32
big-wave,14
afterthought,36
off-handed,9
hallelujah,6
continuing,16
homosexuality,20
teachers,30
increase,19
imparted,11
adrian,21
sleazy,21
moralizing,22
unconned,5
overmanipulative,12
practices,20
soul-stripping,11
zombie,22
exhibit,10
digest,19
inextricably,14
entwined,8
intercut,8
repulse,11
irrigates,6
pledge,7
lacey,8
slips,4
18,15
simpler,5
leaner,6
preferable,8
april,6
instalment,7
independence,20
bushels,11
stave,7
doldrums,26
caruso,29
well-structured,4
miserable,63
plummets,12
anatomical,20
quasi-improvised,6
blood-curdling,19
guts,46
beasts,9
stalking,21
princesses,7
deploys,6
guises,5
believing,44
ouzo,5
sewer,3
rats,12
skeeved,8
enlightening,49
weddings,53
bridget,30
diary,37
jolts,23
cattle,8
prod,6
shipping,13
transplant,15
newfoundland,22
soil,17
resists,8
intrusion,9
serry,14
contained,14
cheap-shot,7
occupational,8
subsequent,21
reinvention,9
granddad,3
jean-luc,19
baffle,9
hide-and-seek,11
undressed,6
indulgently,7
fart,27
grandfather,28
plates,11
bouncing,14
varmints,9
ricocheting,14
medium-grade,7
weightless,27
draft,26
auditorium,22
showdown,25
whip-smart,6
bluffs,6
raucously,12
entering,13
synagogue,18
ballsy,4
hardman,2
unfortunate,31
smitten,4
troubadour,12
acolytes,11
complicate,6
license,53
inadequately,10
demographically,13
heart-warming,21
cat-and-mouse,12
plaintiveness,7
weep,27
mandel,11
holland,31
standoffish,9
smugly,19
'80s,37
bedeviled,5
laborious,20
whine,25
bellyaching,8
advantages,9
15th,8
annals,32
confronting,23
aurelie,13
christelle,12
nightmarish,20
fairytale,19
lipstick,5
components,5
appeals,21
break-ups,6
hook-ups,3
jaunt,16
televised,12
reruns,29
alcatraz,8
corpse,21
springs,7
craftsmen,12
surrealistic,9
cesspool,6
pelosi,6
faces,84
setpiece,9
demeanour,9
limbo,15
truth-telling,8
depend,33
associations,9
flies,12
hail,13
sascha,8
couch,8
dr.,23
dr,25
faint,10
san,36
francisco,24
spirited,86
must-see,31
quibble,10
cackles,16
work-in-progress,17
explanations,11
campaign-trail,15
candidate,25
veggie,7
manifestations,12
overstuffed,18
evidence,48
indicate,12
dirty-joke,13
post-tarantino,13
pop-culture,14
taiwanese,14
ming-liang,21
weaver,20
lapaglia,11
tyson,9
miscast,18
softly,5
so-bad-it,19
mccrudden,3
eccentrics,15
pop-influenced,12
prank,12
agenda,27
sublime,34
athletes,56
derring-do,8
buried,57
impassive,14
p.o.w,9
mar,4
french-produced,8
plate,17
gaghan,22
thrown,60
glover,20
irrepressible,19
loser,17
according,22
low-rent,20
lower-wit,8
oeuvre,5
burning,40
counter-cultural,18
strenuous,5
clinch,5
razzie,7
crushing,4
facial,39
expressions,48
bug-eye,5
dead-eye,6
blasting,10
stabbing,8
yang,16
yi,13
nohe,18
gullible,9
co-operative,12
studio-produced,12
bothers,20
suitcase,17
1938,12
wreck,48
catastrophic,9
gall,9
clamoring,12
famed,4
cumbersome,28
simpering,8
yo,3
electric,35
boogaloo,18
unknowable,29
misconceived,19
clue,60
digital-effects-heavy,12
family-friendly,19
vaporize,8
well-put-together,5
indifferent,27
prosaic,17
flatter,18
wail,5
cadence,9
depressed,58
fifteen-year-old,13
suicidal,11
near-fatal,9
pre-wwii,6
moat,9
spice,48
rat,14
sensitively,2
penalty,28
preoccupations,21
obsessions,42
shaky,32
computerized,9
yoda,9
ascends,17
kinetic,17
rediscover,17
quivering,19
89,19
sausage,7
tempting,43
alternatives,9
prominent,6
immigrant,20
virtuoso,9
throat-singing,9
lumpish,12
panoramic,16
illustrated,9
recycling,24
mid,19
aristocrats,19
ali,26
graduation,4
over-amorous,10
terrier,10
tape,9
posits,5
heretofore,9
unfathomable,10
amoral,16
pursuing,23
charge,31
lip-reading,9
deep-seated,16
shmear,17
goo,32
releases,15
artless,11
sytle,11
tremendously,14
devotedly,4
pin-like,13
recreation,8
detention,4
compositions,5
underlined,5
finn,9
edmund,8
mcwilliams,10
charged,55
whereas,8
conspiracy,52
jfk,18
star-studded,8
friggin,12
silences,13
releasing,26
high-buffed,9
transporting,36
clothed,4
hipness,26
perception,21
virulent,13
foul-natured,12
pics,16
mid-range,11
jet,32
li,16
rollerblades,7
low-brow,10
disregard,30
urbanity,6
everett,8
wildean,12
firth,8
vote,5
maggio,3
hermetic,16
millennial,15
undying,14
politesse,16
crudely,16
waves,26
prim,19
unabashedly,62
harps,5
media-constructed,7
wazoo,7
detractors,7
accuse,15
les,15
maryam,11
centered,31
gracefully,18
israel,21
legendary,57
professor,18
kunis,8
rocket,33
scientist,19
rifkin,23
spiked,22
ever-watchful,12
charitable,38
castrated,9
highlander,7
schticky,7
steadily,5
hats,5
sendak,7
tripe,22
groundbreaking,30
greg,15
full-fledged,9
documents,22
spook-a-rama,10
barney,32
orchestrating,9
ripening,12
appreciated,37
under-10,12
di,12
napoli,12
melville,18
quick-witted,10
lit,56
renders,13
ritual,4
veins,26
whirl,14
age-inspired,15
acknowledging,7
whence,7
disintegrates,6
mothers,42
sociopaths,9
garbus,4
discards,4
pathological,11
exhuming,8
circumstantial,18
sexiness,4
underlines,4
tangents,7
fleeing,22
fix,41
megaplexes,13
brothers-style,9
down-and-dirty,11
laugher,11
warned,16
decided,52
clown,43
violently,15
gang-raped,15
descriptions,7
suit,65
besotted,13
courtney,4
virtuosic,8
gods,10
observe,21
weaves,31
combining,12
sooooo,6
prisoners,22
valentine,9
sealed,18
in-your-face,12
first-class,21
beloved,46
aragorn,8
arwen,7
fellowship,20
unbalanced,9
interludes,22
doo,18
recoing,14
cheats,7
retreats,9
disney-style,5
wing,8
prayer,7
hunky,7
has-been,21
castle,8
sky,8
ohlinger,10
croaks,9
bravo,10
selecting,7
castro,70
predominantly,16
contemptuous,7
population,33
nike,24
rebellious,9
michele,26
shimmeringly,5
watery,10
salton,37
scrap,7
darkest,19
resemblance,19
battered,11
straight-to-video,16
bigger-name,10
beavis,11
butthead,10
elicit,15
pleased,13
meticulous,12
withered,12
enforced,15
hiatus,15
utilizes,4
breathing,25
catapulting,9
edit,21
beg,8
pastel,14
neo-noir,4
hiding,18
factor,76
soaper,14
skid-row,8
pushed,25
margins,17
locale,3
money-oriented,8
frodo,6
hardy,42
zealanders,8
mettle,9
goofball,32
smeary,24
ambience,9
placement,20
claptrap,20
period-piece,8
movie-of-the-week,14
blarney,5
venezuelans,3
si,14
por,10
sharply,10
florid,56
a.s.,9
head-on,12
trading,3
reverence,27
a.s,1
nadia,10
mail-order,9
kittenish,15
accumulates,24
morrissette,9
probes,18
spells,7
trickery,7
overkill,40
connected,20
plots,45
alfonso,4
cuaron,6
rapid,25
omniscient,12
narrator,44
pilot,42
teen-targeted,9
jarring,45
underway,6
plumbed,6
endurance,42
iben,5
hjelje,5
botches,6
pertinent,38
parent,18
intentionally,41
irreparable,19
analysis,29
haphazardness,10
vies,6
lift,39
motherhood,23
deferred,10
transgression,4
catcher,12
rye,12
dyslexia,11
discovered,10
indulged,10
insatiable,10
absorbs,19
3-year-olds,9
refuse,24
sophisticates,11
argentinean,6
dramedy,16
oversimplification,7
superficiality,21
featherweight,12
whirling,10
holding,16
straddles,7
reaffirms,5
must-own,10
spiritually,6
believes,31
copious,6
hints,11
myriad,24
harvesting,16
rumination,25
characterized,25
robotic,15
tooled,6
confection,8
flawless,20
fathom,7
redeemed,7
lazier,9
narrated,18
duking,11
pissed,9
pushing,19
envelope,23
misdemeanor,12
misuse,11
morgan,30
ashley,13
judd,41
cross-dressing,5
routines,37
gimmick,45
timelessness,16
successes,26
mulan,20
tarzan,17
lazily,5
glumly,5
misfiring,9
atrociously,13
indescribably,17
laws,28
physics,15
leroy,8
delusions,19
sprawl,6
uncoordinated,7
vectors,7
zest,8
trusting,11
actorly,13
boundary-hopping,16
innovations,19
backhanded,11
penned,4
confluence,15
cursory,11
bette,26
studied,8
dependent,13
rife,8
springing,7
magnifique,4
cockettes,23
bearded,12
lactating,11
horribly,38
thirst,21
sacre,8
bleu,8
rhapsodize,9
dirgelike,9
fang-baring,10
lullaby,10
even-toned,6
ripping,20
kitten,27
sa,2
tay,4
mask,63
blob,17
wavers,4
cellular,12
patiently,12
7th,10
frat-boy,7
sorority,40
bowser,7
amble,10
big-budget\/all-star,5
unblinkingly,7
rarity,33
box-office,5
shiri,9
quick-cuts,8
wide-angle,9
cheese-laced,21
spectacles,21
subcontinent,24
ghastly,6
abbass,17
elemental,26
mulls,14
traverse,19
civil,33
disobedience,10
anti-war,9
stylishly,5
teen-driven,17
toilet-humor,19
codswallop,19
setpieces,12
bias,14
temptingly,7
hmmm,2
stuffing,14
pencil,17
sharpener,17
kid-pleasing,7
tolerable-to-adults,5
tightly,12
engulfed,7
oleander,26
non-fan,13
glitzy,4
reeked,8
done-that,11
sameness,24
eroticism,6
pardon,10
goth,8
re-working,7
shouting,11
indoctrinated,10
prejudice,19
miraculous,13
dreamworks,12
tour,67
pivotal,13
tenet,9
religions,9
psychodramatics,5
lethargic,10
hindered,11
peppered,16
populated,23
jury,8
bestowed,11
gordy,13
waldo,13
honoring,8
actress-producer,12
congeniality,6
acidity,7
subtler,28
fun-seeking,10
snow-and-stuntwork,6
upstaged,6
avalanche,15
holiday-season,11
made-for-movie,9
perceptiveness,7
vastly,24
germanic,11
semi-throwback,7
reminiscence,7
diaz,21
applegate,5
posey,7
strip,21
high-end,10
hughes,12
elder,11
reminding,34
companionship,12
dictums,13
tease,12
near-hypnotic,8
heart-breakingly,16
white-on-black,16
fanboy,14
melds,9
catsup,3
contenders,27
september,34
devotees,15
minutiae,11
hammer,16
glides,13
fluidity,12
agonizing,35
bates,20
helm,18
not-so-funny,12
bundling,6
flowers,38
bouquet,23
spiritless,9
monotonous,54
ultra-loud,9
bore-athon,6
bottom-rung,3
experimentation,33
marred,20
blunder,12
playfully,7
crazier,5
skyscraper,11
nursery,3
inhabitants,30
dreamed,24
hurried,9
1959,12
godzilla,34
raymond,26
commenting,17
eighth,7
rough,53
tendency,25
sag,21
ex-marine,6
kennedy,43
tested,15
immaturity,19
smaller,17
reclaiming,6
idiom,7
gabbiest,11
giant-screen,12
bogging,8
barrage,15
aptitude,10
abdul,12
malik,13
abbott,18
ernest,16
tron,12
atrocities,10
recommending,23
65-minute,7
vacation,18
stonehenge,15
teeny-bopper,11
badness,24
creatively,18
iota,10
hunk,13
conclusive,10
idiotically,8
feardotcom.com,13
improperly,14
rea,26
disdain,14
naive,17
enhance,17
self-image,8
drooling,20
mythologizing,7
heroism,19
abject,12
existentialism,22
liana,7
dognini,7
dramatized,13
alan,37
irvine,13
trainspotting,13
situates,5
eagle,16
carpets,13
iteration,5
creepiest,18
developmentally,12
disabled,11
portrayed,18
redeem,18
bitchy,5
frolic,5
small-town,30
lone,12
self-styled,7
banged,9
brains,34
explain,24
instinct,28
julia,33
humility,18
camouflaging,12
struts,4
pinned,9
huckster,12
lapel,12
decorates,11
bernard,10
undeserving,9
sweep,24
choppiness,9
thrust,29
byzantine,18
incarnations,13
pleasuring,11
pseudo-educational,15
pascale,3
rom-com,2
audrey,19
tautou,10
fabuleux,4
destin,4
i.e,7
produces,30
cad,13
oomph,12
dan,4
shawn,8
levy,30
enthrall,7
apparatus,21
hibernation,12
l.a.,23
mock,6
power-lunchers,16
l.a,8
uproar,6
mpaa,7
oo,5
head-turner,8
thoughtfully,17
humanizing,31
sweating,16
worrying,23
contract,9
youngsters,26
josh,5
smothered,8
solemnity,13
giler,5
bags,15
diabolical,38
cows,18
vivi,9
85-minute,17
tub,31
butter,19
knitting,7
needles,7
implicitly,6
chicanery,12
self-delusion,11
businesses,11
decisive,10
elite,12
determine,23
proceed,10
implodes,19
demeaning,10
captive,4
zippy,34
hitman,8
shorty,9
caustic,16
existing,27
reactive,8
argentine,44
fabian,15
pithy,8
johnnie,4
wai,8
ka,10
fai,10
action-adventure,17
interests,26
narrow,26
crossover,27
urgent,27
sugarcoated,4
arm,14
invited,19
chore,9
billing,8
remarks,12
engendering,20
probation,19
officer,19
shrugging,23
persnickety,15
thorough,14
mountains,9
serrault,15
buff,27
disastrous,21
face-to-face,10
updates,4
ok,15
traps,13
ransom,13
trajectory,10
crosses,22
relegated,12
sally,10
jesse,27
raphael,12
philadelphia,21
contrasting,16
americanized,8
comparing,8
missive,11
visualizing,5
nijinsky,51
elizabethans,13
tactics,39
ado,5
amicable,9
categorize,8
smutty,13
cranked,7
kick,71
brits,35
ages-old,15
soiree,11
clive,8
barker,9
sloughs,5
mire,14
alleged,23
cynics,11
sob-story,7
masterly,7
unemotive,9
be-bop,7
nighttime,10
videologue,11
weave,25
protective,16
cocoon,29
unqualified,11
pungent,33
show-biz,13
media,58
subcultures,3
snoozer,8
tedium,37
twirls,3
stevenson,66
kingsley,16
splatter,7
copmovieland,13
routes,9
neighborhood,40
nicks,11
cross-country,13
liveliness,12
ear-pleasing,11
co-stars,37
preciseness,9
heart-felt,10
lovable-loser,8
serviceability,8
